molid,smiles,n_pka,datasets,has_exclude,drug_like_pass,filter_reason,mw,logp,hbd,hba,rotb,tpsa,natoms
mol10439,OCc1ccc(O)c(CO)c1,18,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior,False,True,pass,154.16,0.38,3.0,3.0,2.0,60.69,11.0
mol10553,O=C(O)COc1ccccc1Cl,18,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM,False,True,pass,186.59,1.8,1.0,2.0,3.0,46.53,12.0
mol11991,O=C(O)CN(CCCCCCN(CC(=O)O)CC(=O)O)CC(=O)O,18,IUPAC_digitized|QSARtoolbox,False,True,pass,348.35,-0.51,4.0,6.0,15.0,155.68,24.0
mol127,CCN(CC)CCNC(=O)c1ccc(N)cc1,18,Hunt|ibond_AttenGpKa|OOAs_and_NBs|OCHEM|Settimo|Baltruschat_chembl_pka,False,True,pass,235.33,1.34,2.0,3.0,6.0,58.36,17.0
mol1273,O=C(O)C(O)(c1ccccc1)c1ccccc1,18,Hunt|QSARtoolbox|ibond_AttenGpKa|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,228.25,2.01,2.0,2.0,3.0,57.53,17.0
mol1370,Oc1cncc2ccccc12,18,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior,False,True,pass,145.16,1.94,1.0,2.0,0.0,33.12,11.0
mol1394,Oc1ccc2cccnc2c1,18,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,145.16,1.94,1.0,2.0,0.0,33.12,11.0
mol1417,Oc1cccc2ccnnc12,18,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior,False,True,pass,146.15,1.34,1.0,3.0,0.0,46.01,11.0
mol1430,Oc1cccc2cncnc12,18,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior,False,True,pass,146.15,1.34,1.0,3.0,0.0,46.01,11.0
mol158,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,18,ibond_AttenGpKa|OCHEM|Settimo|Baltruschat_chembl_pka,False,True,pass,341.45,3.24,2.0,4.0,11.0,58.56,25.0
mol1827,COc1cccc(CN)c1O,18,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior,False,True,pass,153.18,0.86,2.0,3.0,2.0,55.48,11.0
mol18310,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,18,QSARtoolbox|ibond_AttenGpKa|OOAs_and_NBs|OCHEM|Baltruschat_chembl_pka,False,True,pass,210.14,0.78,3.0,3.0,3.0,111.9,15.0
mol1894,Cc1cc2ccccc2c(C(=O)O)c1C,18,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior,False,True,pass,200.24,3.15,1.0,1.0,1.0,37.3,15.0
mol1910,O=C(O)Cc1ccc2ccccc2c1,18,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,186.21,2.47,1.0,1.0,2.0,37.3,14.0
mol1923,Cc1ccc2ccccc2c1C(=O)O,18,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,186.21,2.85,1.0,1.0,1.0,37.3,14.0
mol2129,CN(C)CCc1cccnc1,18,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM,False,True,pass,150.22,1.19,0.0,2.0,3.0,16.13,11.0
mol2207,Nc1cc(I)cc(I)c1,18,Hunt|IUPAC_digitized|QSARtoolbox|OCHEM,False,True,pass,344.92,2.48,1.0,1.0,0.0,26.02,9.0
mol2264,O=C(O)COc1cc(Cl)c(Cl)cc1Cl,18,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM,False,True,pass,255.48,3.11,1.0,2.0,3.0,46.53,14.0
mol2320,CC(=O)Nc1ccc(O)cc1,18,Hunt|QSARtoolbox|ibond_AttenGpKa|OOAs_and_NBs|OCHEM|Datawarrior|Baltruschat_chembl_pka,False,True,pass,151.16,1.35,2.0,2.0,1.0,49.33,11.0
mol2440,CNCCc1ccccn1,18,Hunt|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Jensen,False,True,pass,136.2,0.84,1.0,2.0,3.0,24.92,10.0
mol3092,NCCNCC(N)N,18,IUPAC_digitized,False,True,pass,118.18,-2.22,4.0,4.0,4.0,90.09,8.0
mol3145,OCCNCC(O)O,18,IUPAC_digitized,False,True,pass,121.14,-2.12,4.0,4.0,4.0,72.72,8.0
mol3323,Nc1ccc(O)c(N)c1,18,IUPAC_digitized|QSARtoolbox|OCHEM|Datawarrior,False,True,pass,124.14,0.56,3.0,3.0,0.0,72.27,9.0
mol33742,CSCCC(N)C(=O)O,18,QSARtoolbox,False,True,pass,149.22,0.15,2.0,3.0,4.0,63.32,9.0
mol3679,Cc1ccc(C)nc1,18,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,107.16,1.7,0.0,1.0,0.0,12.89,8.0
mol4186,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,18,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior|Baltruschat_chembl_pka,False,True,pass,278.34,1.48,2.0,5.0,3.0,97.97,19.0
mol5426,NCCC[C@H](N)C(=O)O,18,IUPAC_digitized|QSARtoolbox|ibond_AttenGpKa,False,True,pass,132.16,-0.86,3.0,3.0,4.0,89.34,9.0
mol5493,Cc1ncc(CO)c(C=O)c1O,18,IUPAC_digitized|QSARtoolbox|OCHEM|ibond_AttenGpKa,False,True,pass,167.16,0.4,2.0,4.0,2.0,70.42,12.0
mol738,O=C(O)c1cc(I)cc(I)c1O,18,Hunt|QSARtoolbox|IUPAC_digitized|OOAs_and_NBs|OCHEM|Baltruschat_chembl_pka,False,True,pass,389.91,2.3,2.0,2.0,1.0,57.53,12.0
mol8567,NC(CC(=O)O)c1ccccc1,18,IUPAC_digitized,False,True,pass,165.19,1.16,2.0,2.0,3.0,63.32,12.0
mol9343,O=C(O)c1cccs1,18,IUPAC_digitized|QSARtoolbox|OCHEM|Datawarrior,False,True,pass,128.15,1.45,1.0,2.0,1.0,37.3,8.0
mol9585,CCCC(C(=O)O)C(=O)O,18,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM,False,True,pass,146.14,0.57,2.0,2.0,4.0,74.6,10.0
mol10022,CCCCCCC(=O)O,17,QSARtoolbox|IUPAC_digitized|OOAs_and_NBs|OCHEM|Datawarrior|Baltruschat_chembl_pka,False,True,pass,130.19,2.04,1.0,1.0,5.0,37.3,9.0
mol10043,O=C(O)c1cc(Cl)cc(Cl)c1O,17,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Baltruschat_chembl_pka,False,True,pass,207.01,2.4,2.0,2.0,1.0,57.53,12.0
mol1138,CNCCc1ccc(O)c(O)c1,17,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior|Baltruschat_chembl_pka,False,True,pass,167.21,0.86,3.0,3.0,3.0,52.49,12.0
mol124,CN1CCCC1c1cccnc1,17,QSARtoolbox|ibond_AttenGpKa|OOAs_and_NBs|OCHEM|Settimo|Datawarrior,False,True,pass,162.24,1.85,0.0,2.0,1.0,16.13,12.0
mol12442,CC(C)CCC(=O)O,17,QSARtoolbox|ibond_AttenGpKa|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,116.16,1.51,1.0,1.0,3.0,37.3,8.0
mol1277,CNCc1ccccn1,17,Hunt|QSARtoolbox|IUPAC_digitized|OCHEM|Datawarrior,False,True,pass,122.17,0.8,1.0,2.0,2.0,24.92,9.0
mol128,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,17,Hunt|QSARtoolbox|ibond_AttenGpKa|OOAs_and_NBs|OCHEM|Settimo|Datawarrior|Baltruschat_chembl_pka,False,True,pass,247.34,2.21,0.0,3.0,3.0,29.54,18.0
mol1846,COC(=O)C1=CCCN(C)C1,17,Hunt|QSARtoolbox|IUPAC_digitized|OOAs_and_NBs|OCHEM|Datawarrior|Baltruschat_chembl_pka,False,True,pass,155.2,0.42,0.0,3.0,1.0,29.54,11.0
mol2469,Oc1ccc(O)c2ccccc12,17,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,160.17,2.25,2.0,2.0,0.0,40.46,12.0
mol3696,c1ccc(-c2cccc(-c3ccccn3)n2)nc1,17,IUPAC_digitized|QSARtoolbox|OCHEM|Datawarrior,False,True,pass,233.27,3.21,0.0,3.0,2.0,38.67,18.0
mol4085,Nc1nccc(O)n1,17,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior,False,True,pass,111.1,-0.24,2.0,4.0,0.0,72.03,8.0
mol410,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,17,Hunt|OOAs_and_NBs|OCHEM|Settimo|Baltruschat_chembl_pka,False,True,pass,299.8,2.0,2.0,4.0,7.0,67.59,20.0
mol4454,Cc1ccc2cccnc2c1,17,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,143.19,2.54,0.0,1.0,0.0,12.89,11.0
mol5345,NCC(N)C(=O)O,17,IUPAC_digitized|QSARtoolbox|ibond_AttenGpKa,False,True,pass,104.11,-1.64,3.0,3.0,2.0,89.34,7.0
mol5373,CCNCC(=O)O,17,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior,False,True,pass,103.12,-0.32,2.0,2.0,3.0,49.33,7.0
mol5424,CCC[C@H](N)C(=O)O,17,IUPAC_digitized|ibond_AttenGpKa,False,True,pass,117.15,0.2,2.0,2.0,3.0,63.32,8.0
mol64,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,17,Hunt|ibond_AttenGpKa|OCHEM|Settimo|Baltruschat_chembl_pka,False,True,pass,414.53,3.37,0.0,6.0,6.0,59.08,29.0
mol6502,OCc1ccccn1,17,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,109.13,0.57,1.0,2.0,1.0,33.12,8.0
mol728,Oc1c(Br)cccc1Br,17,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,251.91,2.92,1.0,1.0,0.0,20.23,9.0
mol9615,Oc1cc(I)cc(I)c1,17,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM,False,True,pass,345.9,2.6,1.0,1.0,0.0,20.23,9.0
mol9652,O=[N+]([O-])c1cccc(O)c1O,17,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior,False,True,pass,155.11,1.01,2.0,4.0,1.0,83.6,11.0
mol10908,OCc1cc(CO)c(O)c(CO)c1,16,IUPAC_digitized|QSARtoolbox|OCHEM|ibond_AttenGpKa,False,True,pass,184.19,-0.13,4.0,4.0,3.0,80.92,13.0
mol1268,CN(C)Cc1cccnc1,16,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM|Baltruschat_chembl_pka,False,True,pass,136.2,1.14,0.0,2.0,2.0,16.13,10.0
mol136,CN(C)CCCN1c2ccccc2Sc2ccccc21,16,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Settimo|Baltruschat_chembl_pka,False,True,pass,284.43,4.24,0.0,3.0,4.0,6.48,20.0
mol1389,Cc1ccnc2c(O)cccc12,16,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,159.19,2.25,1.0,2.0,0.0,33.12,12.0
mol14129,COc1ccc(C=O)cc1O,16,QSARtoolbox|ibond_AttenGpKa|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,152.15,1.21,1.0,3.0,2.0,46.53,11.0
mol1429,Oc1ccc2ncncc2c1,16,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior,False,True,pass,146.15,1.34,1.0,3.0,0.0,46.01,11.0
mol18007,NC(CS)C(=O)O,16,QSARtoolbox|Baltruschat_chembl_pka,False,True,pass,121.16,-0.67,3.0,3.0,2.0,63.32,7.0
mol1831,C[N+](C)(C)c1cccc(O)c1,16,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior,False,True,pass,152.22,1.59,1.0,1.0,1.0,20.23,11.0
mol1914,Cc1cc(Cl)ccc1OCC(=O)O,16,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM,False,True,pass,200.62,2.11,1.0,2.0,3.0,46.53,13.0
mol3088,NCCOCCN,16,IUPAC_digitized|QSARtoolbox|OCHEM|ibond_AttenGpKa,False,True,pass,104.15,-1.08,2.0,3.0,4.0,61.27,7.0
mol3098,NCCOCCSCCN,16,IUPAC_digitized|QSARtoolbox|OCHEM|ibond_AttenGpKa,False,True,pass,164.27,-0.35,2.0,4.0,7.0,61.27,10.0
mol3142,CN(C)CCN(C)CCN(C)C,16,IUPAC_digitized|QSARtoolbox|OCHEM|Datawarrior,False,True,pass,173.3,0.04,0.0,3.0,6.0,9.72,12.0
mol344,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,16,Hunt|QSARtoolbox|ibond_AttenGpKa|OCHEM|Settimo,False,True,pass,369.34,1.7,1.0,4.0,4.0,65.78,26.0
mol351,Cc1cccc(Nc2ccccc2C(=O)O)c1C,16,QSARtoolbox|ibond_AttenGpKa|OOAs_and_NBs|OCHEM|Settimo|Baltruschat_chembl_pka,False,True,pass,241.29,3.75,2.0,2.0,3.0,49.33,18.0
mol3741,COC(=O)c1cccnc1,16,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM|Datawarrior|Baltruschat_chembl_pka,False,True,pass,137.14,0.87,0.0,3.0,1.0,39.19,10.0
mol3742,COC(=O)c1ccncc1,16,QSARtoolbox|IUPAC_digitized|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,137.14,0.87,0.0,3.0,1.0,39.19,10.0
mol4450,Cc1cnc2ccccc2c1,16,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,143.19,2.54,0.0,1.0,0.0,12.89,11.0
mol4451,Cc1ccnc2ccccc12,16,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,143.19,2.54,0.0,1.0,0.0,12.89,11.0
mol4453,Cc1ccc2ncccc2c1,16,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,143.19,2.54,0.0,1.0,0.0,12.89,11.0
mol4523,Cn1cnc2ccccc21,16,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM|Datawarrior|Baltruschat_chembl_pka,False,True,pass,132.17,1.57,0.0,1.0,0.0,17.82,10.0
mol5168,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,16,IUPAC_digitized|QSARtoolbox|OCHEM|Baltruschat_chembl_pka,False,True,pass,303.36,1.87,0.0,5.0,3.0,55.84,22.0
mol5250,C[C@H](O)[C@H](N)C(=O)O,16,IUPAC_digitized|ibond_AttenGpKa,False,True,pass,119.12,-1.22,3.0,3.0,2.0,83.55,8.0
mol618,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,16,Hunt|ibond_AttenGpKa|OCHEM|Jensen|Baltruschat_chembl_pka,False,True,pass,331.35,1.58,2.0,5.0,2.0,99.6,23.0
mol6242,O=C(O)CN(CC(=O)O)Cc1ccccc1,16,IUPAC_digitized,False,True,pass,223.23,0.66,2.0,3.0,6.0,77.84,16.0
mol6594,C(=NNc1ccccn1)c1ccccn1,16,IUPAC_digitized,False,True,pass,198.23,1.92,1.0,4.0,3.0,50.17,15.0
mol72,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,16,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Settimo|Jensen|Baltruschat_chembl_pka,False,True,pass,264.37,2.62,1.0,4.0,8.0,41.57,19.0
mol8927,O=P(O)(O)C(Cl)Cl,16,IUPAC_digitized|QSARtoolbox|OCHEM|ibond_AttenGpKa,False,True,pass,164.91,0.93,2.0,1.0,1.0,57.53,7.0
mol9081,O=P(O)(O)OCC(O)CO,16,IUPAC_digitized|QSARtoolbox|ibond_AttenGpKa,False,True,pass,172.07,-1.55,4.0,4.0,4.0,107.22,10.0
mol958,CCCOc1ccc(C(=O)O)cc1,16,Hunt|QSARtoolbox|ibond_AttenGpKa|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,180.2,2.17,1.0,2.0,4.0,46.53,13.0
mol986,O=C(O)c1ccccc1Oc1ccccc1,16,Hunt|QSARtoolbox|ibond_AttenGpKa|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,214.22,3.18,1.0,2.0,3.0,46.53,16.0
mol9964,Cc1ccc(O)c(O)c1,16,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior,False,True,pass,124.14,1.41,2.0,2.0,0.0,40.46,9.0
mol10006,O=C(O)C1(O)CCCCC1,15,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior,False,True,pass,144.17,0.77,2.0,2.0,1.0,57.53,10.0
mol10170,O=C(O)c1ccccc1OP(=O)(O)O,15,IUPAC_digitized|QSARtoolbox|ibond_AttenGpKa,False,True,pass,218.1,0.86,3.0,3.0,3.0,104.06,14.0
mol1020,O=C(O)c1cccc([N+](=O)[O-])c1Cl,15,Hunt|QSARtoolbox|ibond_AttenGpKa|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,201.56,1.95,1.0,3.0,2.0,80.44,13.0
mol10465,O=C(O)C1(O)CCCCCC1,15,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior,False,True,pass,158.2,1.16,2.0,2.0,1.0,57.53,11.0
mol1088,Nc1cccc(S(N)(=O)=O)c1,15,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,172.21,-0.08,2.0,3.0,1.0,86.18,11.0
mol11749,O=C(O)CN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,15,IUPAC_digitized|QSARtoolbox|ibond_AttenGpKa,False,True,pass,336.3,-2.05,4.0,7.0,14.0,164.91,23.0
mol1235,C=CCN1CCCCC1,15,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,125.22,1.66,0.0,1.0,2.0,3.24,9.0
mol1272,O=Cc1ccncc1O,15,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior,False,True,pass,123.11,0.6,1.0,3.0,1.0,50.19,9.0
mol13495,NC(=O)CC(N)C(=O)O,15,QSARtoolbox|OCHEM|Datawarrior,False,True,pass,132.12,-1.73,3.0,3.0,3.0,106.41,9.0
mol1371,Oc1ccc2cnccc2c1,15,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior,False,True,pass,145.16,1.94,1.0,2.0,0.0,33.12,11.0
mol144,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,15,ibond_AttenGpKa|OCHEM|Settimo|Jensen|Baltruschat_chembl_pka,False,True,pass,314.86,4.53,0.0,2.0,4.0,6.48,22.0
mol1821,O=C(O)CCc1ccc(Cl)cc1,15,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior,False,True,pass,184.62,2.36,1.0,1.0,3.0,37.3,12.0
mol1903,Cc1c(C)c(O)c(C)c(C)c1O,15,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior,False,True,pass,166.22,2.33,2.0,2.0,0.0,40.46,12.0
mol2059,CC(C)(C)Nc1ccccc1,15,Hunt|QSARtoolbox|IUPAC_digitized|OCHEM|Datawarrior,False,True,pass,149.24,2.9,1.0,1.0,1.0,12.03,11.0
mol22554,CCC(CC(=O)O)CC(=O)O,15,QSARtoolbox|OCHEM|ibond_AttenGpKa,False,True,pass,160.17,0.96,2.0,2.0,5.0,74.6,11.0
mol22568,CCC(C(=O)O)C(CC)C(=O)O,15,QSARtoolbox|OCHEM|ibond_AttenGpKa,False,True,pass,174.2,1.21,2.0,2.0,5.0,74.6,12.0
mol2261,CCOCC(=O)O,15,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior,False,True,pass,104.1,0.11,1.0,2.0,3.0,46.53,7.0
mol2546,O=C(O)CNC(=O)c1ccccc1,15,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM,False,True,pass,179.18,0.5,2.0,2.0,3.0,66.4,13.0
mol29410,O=C(O)CCN(CCN(CCC(=O)O)CC(=O)O)CC(=O)O,15,QSARtoolbox|OCHEM|ibond_AttenGpKa,False,True,pass,320.3,-1.29,4.0,6.0,13.0,155.68,22.0
mol3642,CC(C)(C)c1ccncc1,15,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,135.21,2.38,0.0,1.0,0.0,12.89,10.0
mol3676,Oc1ccnc(O)c1,15,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior,False,True,pass,111.1,0.49,2.0,3.0,0.0,53.35,8.0
mol42,O=C(O)CCCCc1ccccc1,15,Hunt|QSARtoolbox|IUPAC_digitized|OOAs_and_NBs|OCHEM|Settimo|Datawarrior,False,True,pass,178.23,2.48,1.0,1.0,5.0,37.3,13.0
mol4218,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,15,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior|Baltruschat_chembl_pka,False,True,pass,264.31,1.17,2.0,5.0,3.0,97.97,18.0
mol4358,Nc1ccc(O)c2ncccc12,15,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,160.18,1.52,2.0,3.0,0.0,59.14,12.0
mol4413,Cc1ccc2nc(C)ccc2c1,15,QSARtoolbox|IUPAC_digitized|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,157.22,2.85,0.0,1.0,0.0,12.89,12.0
mol4484,Nc1ccc2[nH]cnc2c1,15,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,133.15,1.15,2.0,2.0,0.0,54.7,10.0
mol499,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,15,Hunt|IUPAC_digitized|OCHEM,False,True,pass,324.42,3.17,1.0,4.0,4.0,45.59,24.0
mol5369,CCN(CC)CC(=O)O,15,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior,False,True,pass,131.18,0.41,1.0,2.0,4.0,40.54,9.0
mol5495,Cc1ncc(COP(=O)(O)O)c(CN)c1O,15,IUPAC_digitized|QSARtoolbox|ibond_AttenGpKa,False,True,pass,248.17,0.16,4.0,5.0,4.0,125.9,16.0
mol786,O=[N+]([O-])c1cc(-c2ccccc2)ccc1O,15,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,215.21,2.97,1.0,3.0,2.0,63.37,16.0
mol8407,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,15,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior|Baltruschat_chembl_pka,False,True,pass,403.98,3.94,1.0,5.0,6.0,29.95,27.0
mol8924,O=P(O)(O)C(Cl)(Cl)Cl,15,IUPAC_digitized|QSARtoolbox|ibond_AttenGpKa,False,True,pass,199.36,1.49,2.0,1.0,0.0,57.53,8.0
mol9577,O=C(O)C1(O)CCCC1,15,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior,False,True,pass,130.14,0.38,2.0,2.0,1.0,57.53,9.0
mol9790,O=C(O)CCSCCC(=O)O,15,QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM,False,True,pass,178.21,0.67,2.0,3.0,6.0,74.6,11.0
mol1041,CCOc1ccccc1N,14,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,137.18,1.67,1.0,2.0,2.0,35.25,10.0
mol11311,O=S(=O)(O)c1ccc2cc(O)c(O)cc2c1,14,IUPAC_digitized|QSARtoolbox|OCHEM|ibond_AttenGpKa,False,True,pass,240.24,1.5,3.0,4.0,1.0,94.83,16.0
mol11945,O=C1c2ccccc2C(=O)c2c1cc(S(=O)(=O)O)c(O)c2O,14,IUPAC_digitized|QSARtoolbox|ibond_AttenGpKa,False,True,pass,320.28,1.12,3.0,6.0,1.0,128.97,22.0
mol12546,Cc1ccc(OCC(=O)O)cc1,14,QSARtoolbox|ibond_AttenGpKa|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,166.18,1.46,1.0,2.0,3.0,46.53,12.0
mol12547,Cc1ccccc1OCC(=O)O,14,QSARtoolbox|ibond_AttenGpKa|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,166.18,1.46,1.0,2.0,3.0,46.53,12.0
mol1261,CN(C)CCN(Cc1ccccc1)c1ccccn1,14,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM,False,True,pass,255.37,2.65,0.0,3.0,6.0,19.37,19.0
mol1265,CN(C)CCc1ccccn1,14,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OOAs_and_NBs|OCHEM,False,True,pass,150.22,1.19,0.0,2.0,3.0,16.13,11.0
mol1271,O=Cc1ncccc1O,14,Hunt|QSARtoolbox|IUPAC_digitized|OCHEM|Datawarrior,False,True,pass,123.11,0.6,1.0,3.0,1.0,50.19,9.0
mol13298,O=C(O)COc1ccccc1[N+](=O)[O-],14,QSARtoolbox|ibond_AttenGpKa|OOAs_and_NBs|OCHEM|Datawarrior,False,True,pass,197.15,1.06,1.0,4.0,4.0,89.67,14.0
mol1373,Oc1cccc2ccncc12,14,Hunt|QSARtoolbox|ibond_AttenGpKa|IUPAC_digitized|OCHEM|Datawarrior,False,True,pass,145.16,1.94,1.0,2.0,0.0,33.12,11.0
mol13869,CC(=O)Nc1nnc(S(N)(=O)=O)s1,14,QSARtoolbox|ibond_AttenGpKa|OCHEM|Datawarrior|Baltruschat_chembl_pka,False,True,pass,222.25,-0.86,2.0,6.0,2.0,115.04,13.0
